"English","PartOfSpeech","Meaning","Example","Date"
"encounter","v.","遭遇, 遇到","","2026-01-04T11:01:19.660Z"
"encroach","v.","侵占","","2026-01-04T11:01:19.660Z"
"encumber","v.","阻碍","","2026-01-04T11:01:19.660Z"
"encyclopedic","adj.","（如大百科全书般）全面的","","2026-01-04T11:01:19.660Z"
"endanger","v.","危害","","2026-01-04T11:01:19.660Z"
"endemic","adj.","地方性的, 流行的","","2026-01-04T11:01:19.660Z"
"endorse","v.","公开支持","","2026-01-04T11:01:19.660Z"
"endow","v.","赋予","","2026-01-04T11:01:19.660Z"
"enduring","adj.","长期的","","2026-01-04T11:01:19.660Z"
"enervate","v.","使...衰弱","","2026-01-04T11:01:19.660Z"
"enforce","v.","实施, 强制","","2026-01-04T11:01:19.660Z"
"engaging","adj.","吸引人的","","2026-01-04T11:01:19.660Z"
"engender","v.","产生","","2026-01-04T11:01:19.660Z"
"enigmatic","adj.","难懂的","","2026-01-04T11:01:19.660Z"
"enjoin","v.","禁止","","2026-01-04T11:01:19.660Z"
"enlighten","v.","启迪, 开导","","2026-01-04T11:01:19.660Z"
"enliven","v.","使活跃","","2026-01-04T11:01:19.660Z"
"enmity","n.","恶意, 憎恶","","2026-01-04T11:01:19.660Z"
"ennoble","v.","使…崇高","","2026-01-04T11:01:19.660Z"
"ennui","n.","无趣, 无聊","","2026-01-04T11:01:19.660Z"
"enormous","adj.","大量的","","2026-01-04T11:01:19.660Z"
"ensue","v.","紧随其后","","2026-01-04T11:01:19.660Z"
"entail","v.","包括, 包含, 使...必然, 牵涉","","2026-01-04T11:01:19.660Z"
"entangle","v.","纠缠","","2026-01-04T11:01:19.660Z"
"enterprise","n.","活动","","2026-01-04T11:01:19.660Z"
"enthrall","v.","吸引","","2026-01-04T11:01:19.660Z"
"entice","v.","诱惑","","2026-01-04T11:01:19.660Z"
"entrance","v.","使...着迷","","2026-01-04T11:01:19.660Z"
"entreaty","n.","恳求","","2026-01-04T11:01:19.660Z"
"entrench","v.","牢固地确立","","2026-01-04T11:01:19.660Z"
"entrust","v.","委托, 托付","","2026-01-04T11:01:19.660Z"
"envision","v.","想象","","2026-01-04T11:01:19.660Z"
"envy","v.","嫉妒","","2026-01-04T11:01:19.660Z"
"ephemeral","adj.","短暂的","","2026-01-04T11:01:19.660Z"
"episodic","adj.","暂时的","","2026-01-04T11:01:19.660Z"
"epitome","n.","典型","","2026-01-04T11:01:19.660Z"
"equable","adj.","平静的","","2026-01-04T11:01:19.660Z"
"equanimity","n.","平静, 镇定","","2026-01-04T11:01:19.660Z"
"equilibrium","n.","平衡","","2026-01-04T11:01:19.660Z"
"equitable","adj.","平等的, 公平的","","2026-01-04T11:01:19.660Z"
"equivocal","adj.","模棱两可的, 有歧义的","","2026-01-04T11:01:19.660Z"
"eradicate","v.","根除","","2026-01-04T11:01:19.660Z"
"erect","adj.","笔直的","","2026-01-04T11:01:19.660Z"
"erode","v.","腐蚀","","2026-01-04T11:01:19.660Z"
"errant","adj.","随意的","","2026-01-04T11:01:19.660Z"
"erratic","adj.","飘忽不定的, 没规律的","","2026-01-04T11:01:19.660Z"
"erroneous","adj.","错误的","","2026-01-04T11:01:19.660Z"
"erstwhile","adv.","过去地","","2026-01-04T11:01:19.660Z"
"erudite","adj.","博学的","","2026-01-04T11:01:19.660Z"
"escalate","v.","加剧, 恶化","","2026-01-04T11:01:19.660Z"
"eschew","v.","避免","","2026-01-04T11:01:19.660Z"
"esoteric","adj.","难懂的","","2026-01-04T11:01:19.660Z"
"espouse","v.","支持","","2026-01-04T11:01:19.660Z"
"essential","adj.","重要的, 必要的","","2026-01-04T11:01:19.660Z"
"esteem","n.","尊敬","","2026-01-04T11:01:19.660Z"
"estrange","v.","使疏远","","2026-01-04T11:01:19.660Z"
"etch","v.","铭记","","2026-01-04T11:01:19.660Z"
"ethereal","adj.","虚无的","","2026-01-04T11:01:19.660Z"
"ethical","adj.","道德的","","2026-01-04T11:01:19.660Z"
"ethos","n.","（团体的）气质, 氛围, 信仰等","","2026-01-04T11:01:19.660Z"
"euphemism","n.","委婉语","","2026-01-04T11:01:19.660Z"
"euphoria","n.","特别高兴","","2026-01-04T11:01:19.660Z"
"evanescent","adj.","短暂的","","2026-01-04T11:01:19.660Z"
"evangelist","n.","狂热支持者","","2026-01-04T11:01:19.660Z"
"evasive","adj.","回避的, 闪烁其词的","","2026-01-04T11:01:19.660Z"
"evenhanded","adj.","公平的","","2026-01-04T11:01:19.660Z"
"evince","v.","显示","","2026-01-04T11:01:19.660Z"
"eviscerate","v.","使...失去力量","","2026-01-04T11:01:19.660Z"
"evocative","adj.","唤起的","","2026-01-04T11:01:19.660Z"
"exacerbate","v.","使...恶化","","2026-01-04T11:01:19.660Z"
"exacting","adj.","要求高的","","2026-01-04T11:01:19.660Z"
"exactitude","n.","准确","","2026-01-04T11:01:19.660Z"
"exaggerate","v.","夸大","","2026-01-04T11:01:19.660Z"
"exalt","v.","赞美","","2026-01-04T11:01:19.660Z"
"exasperate","v.","使...生气","","2026-01-04T11:01:19.660Z"
"excavate","v.","开凿, 挖出","","2026-01-04T11:01:19.660Z"
"exceptional","adj.","不寻常的","","2026-01-04T11:01:19.660Z"
"exclusive","adj.","独有的, 排外的","","2026-01-04T11:01:19.660Z"
"excoriate","v.","强烈斥责","","2026-01-04T11:01:19.660Z"
"exculpate","v.","开脱罪责","","2026-01-04T11:01:19.660Z"
"execrate","v.","痛斥","","2026-01-04T11:01:19.660Z"
"exegesis","n.","解释，注释","","2026-01-04T11:01:19.660Z"
"exemplar","n.","典型","","2026-01-04T11:01:19.660Z"
"exempt","adj.","被免除的","","2026-01-04T11:01:19.660Z"
"exert","v.","使用","","2026-01-04T11:01:19.660Z"
"exhale","v.","呼出","","2026-01-04T11:01:19.660Z"
"exhaustive","adj.","全面的","","2026-01-04T11:01:19.660Z"
"exhilarate","v.","使...喜悦或兴奋","","2026-01-04T11:01:19.661Z"
"exigent","adj.","紧急的","","2026-01-04T11:01:19.661Z"
"exiguous","adj.","极其缺乏的","","2026-01-04T11:01:19.661Z"
"exile","n.","流放, 放逐","","2026-01-04T11:01:19.661Z"
"exonerate","v.","免罪, 免责","","2026-01-04T11:01:19.661Z"
"exorbitant","adj.","过度的, 超出合理范围的","","2026-01-04T11:01:19.661Z"
"exotic","adj.","外来的","","2026-01-04T11:01:19.661Z"
"expansionist","n.","扩张主义者","","2026-01-04T11:01:19.661Z"
"expatriate","v.","驱逐","","2026-01-04T11:01:19.661Z"
"expedite","v.","加速, 加快","","2026-01-04T11:01:19.661Z"
"expel","v.","驱逐","","2026-01-04T11:01:19.661Z"
"expendable","adj.","多余的","","2026-01-04T11:01:19.661Z"
"experimental","adj.","新颖的, 创新的","","2026-01-04T11:01:19.661Z"
"expiation","n.","赎罪","","2026-01-04T11:01:19.661Z"
"explicable","adj.","可以解释的","","2026-01-04T11:01:19.661Z"
"explicit","adj.","明白的, 清楚的","","2026-01-04T11:01:19.661Z"
"exploit","v.","充分利用","","2026-01-04T11:01:19.661Z"
"exposé","n.","揭露黑暗的报道","","2026-01-04T11:01:19.661Z"
"exposition","n.","阐释, 解释","","2026-01-04T11:01:19.661Z"
"expository","adj.","解释的, 阐释的","","2026-01-04T11:01:19.661Z"
"expostulate","v.","争论, 反驳","","2026-01-04T11:01:19.661Z"
"expunge","v.","去除","","2026-01-04T11:01:19.661Z"
"expurgate","v.","删除（令人反感的内容）","","2026-01-04T11:01:19.661Z"
"extenuate","v.","减轻","","2026-01-04T11:01:19.661Z"
"exterminate","v.","使灭绝, 消除","","2026-01-04T11:01:19.661Z"
"extinguish","v.","熄灭","","2026-01-04T11:01:19.661Z"
"extirpate","v.","根除","","2026-01-04T11:01:19.661Z"
"extol","v.","赞美","","2026-01-04T11:01:19.661Z"
"extraneous","adj.","不重要的, 不相关的","","2026-01-04T11:01:19.661Z"
"extrapolate","v.","（依据已知信息）推测","","2026-01-04T11:01:19.661Z"
"extremist","n.","极端主义者","","2026-01-04T11:01:19.661Z"
"exuberant","adj.","过量的","","2026-01-04T11:01:19.661Z"
"exultant","adj.","狂喜的","","2026-01-04T11:01:19.661Z"
"eyesore","n.","碍眼的事物","","2026-01-04T11:01:19.661Z"
"fabricate","v.","编造, 捏造","","2026-01-04T11:01:19.661Z"
"facet","n.","某一方面","","2026-01-04T11:01:19.661Z"
"facile","adj.","轻率的，肤浅的","","2026-01-04T11:01:19.661Z"
"facilitate","v.","辅助, 帮助","","2026-01-04T11:01:19.661Z"
"factotum","n.","杂工","","2026-01-04T11:01:19.661Z"
"faculty","n.","才能, 本领","","2026-01-04T11:01:19.661Z"
"fad","n.","一时流行的事物","","2026-01-04T11:01:19.661Z"
"fallacy","n.","错误, 谬论","","2026-01-04T11:01:19.661Z"
"fallow","adj.","休耕的","","2026-01-04T11:01:19.661Z"
"falsehood","n.","谎言, 谬论","","2026-01-04T11:01:19.661Z"
"falsify","v.","篡改, 伪造","","2026-01-04T11:01:19.661Z"
"far-fetched","adj.","不切实际的","","2026-01-04T11:01:19.661Z"
"far-reaching","adj.","影响广泛的","","2026-01-04T11:01:19.661Z"
"fastidious","adj.","小心谨慎的, 挑剔的","","2026-01-04T11:01:19.661Z"
"fatal","adj.","致命的","","2026-01-04T11:01:19.661Z"
"fathom","v.","理解","","2026-01-04T11:01:19.661Z"
"fatigue","n.","疲劳","","2026-01-04T11:01:19.661Z"
"fealty","n.","忠诚","","2026-01-04T11:01:19.661Z"
"feasible","adj.","可行的","","2026-01-04T11:01:19.661Z"
"feat","n.","（彰显技艺等的）成就","","2026-01-04T11:01:19.661Z"
"feckless","adj.","虚弱的, 无能的","","2026-01-04T11:01:19.661Z"
"fecund","adj.","多产的","","2026-01-04T11:01:19.661Z"
"feeble","adj.","衰弱的, 虚弱的","","2026-01-04T11:01:19.661Z"
"feign","v.","假装","","2026-01-04T11:01:19.661Z"
"felicitous","adj.","合适的","","2026-01-04T11:01:19.661Z"
"fell","v.","砍树","","2026-01-04T11:01:19.661Z"
"feminism","n.","女权主义","","2026-01-04T11:01:19.661Z"
"ferocious","adj.","凶猛的, 残忍的","","2026-01-04T11:01:19.661Z"
"fertile","adj.","多产的（即可指农作物, 也可以指思想、想法）","","2026-01-04T11:01:19.661Z"
"fervent","adj.","情感强烈的, 热烈的","","2026-01-04T11:01:19.661Z"
"fester","v.","恶化","","2026-01-04T11:01:19.661Z"
"fetch","v.","卖得(某个价格）","","2026-01-04T11:01:19.661Z"
"fetishize","v.","把…当成神物而崇拜","","2026-01-04T11:01:19.661Z"
"fickle","adj.","多变的","","2026-01-04T11:01:19.661Z"
"fiddle","v.","伪造，篡改","","2026-01-04T11:01:19.661Z"
"figment","n.","虚构的事物","","2026-01-04T11:01:19.661Z"
"figurative","adj.","（形象化）比喻的","","2026-01-04T11:01:19.661Z"
"finale","n.","大结局","","2026-01-04T11:01:19.661Z"
"finesse","n.","技巧高超","","2026-01-04T11:01:19.661Z"
"finger","v.","指出","","2026-01-04T11:01:19.661Z"
"finicky","adj.","挑剔的","","2026-01-04T11:01:19.661Z"
"fissure","n.","裂缝","","2026-01-04T11:01:19.661Z"
"fitful","adj.","不规律的, 一阵阵的","","2026-01-04T11:01:19.661Z"
"fixate","v.","注视, 全神贯注","","2026-01-04T11:01:19.661Z"
"flabbergast","v.","使...惊讶","","2026-01-04T11:01:19.661Z"
"flag","v.","衰弱","","2026-01-04T11:01:19.661Z"
"flagrant","adj.","臭名昭著的","","2026-01-04T11:01:19.661Z"
"flair","n.","天资, 天分","","2026-01-04T11:01:19.661Z"
"flamboyant","adj.","引人注意的,酷炫的","","2026-01-04T11:01:19.661Z"
"flatter","v.","谄媚, 拍马屁","","2026-01-04T11:01:19.661Z"
"fledgling","n.","无经验的人","","2026-01-04T11:01:19.661Z"
"flee","v.","逃脱, 逃跑","","2026-01-04T11:01:19.661Z"
"fleeting","adj.","短暂的","","2026-01-04T11:01:19.661Z"
"flighty","adj.","多变的","","2026-01-04T11:01:19.661Z"
"flip","v.","翻动","","2026-01-04T11:01:19.661Z"
"flippant","adj.","轻率无礼的, 不严肃的","","2026-01-04T11:01:19.661Z"
"flit","v.","快速移动","","2026-01-04T11:01:19.661Z"
"florid","adj.","过分修饰的, 花哨的","","2026-01-04T11:01:19.661Z"
"flourish","v.","繁荣","","2026-01-04T11:01:19.661Z"
"flout","v.","蔑视, 鄙视","","2026-01-04T11:01:19.661Z"
"fluctuate","v.","波动, 起伏, 上上下下","","2026-01-04T11:01:19.661Z"
"fluid","adj.","流动的","","2026-01-04T11:01:19.661Z"
"flummery","n.","假恭维","","2026-01-04T11:01:19.661Z"
"fluster","v.","使...不安","","2026-01-04T11:01:19.661Z"
"forage","v.","寻找（食物）","","2026-01-04T11:01:19.661Z"
"forbear","v.","克制, 忍耐","","2026-01-04T11:01:19.661Z"
"forbidding","adj.","令人畏惧的, 可怕的","","2026-01-04T11:01:19.661Z"
"forebode","v.","担忧","","2026-01-04T11:01:19.661Z"
"foreboding","n.","不祥的预感","","2026-01-04T11:01:19.661Z"
"foreground","v.","强调","","2026-01-04T11:01:19.661Z"
"forerunner","n.","先驱","","2026-01-04T11:01:19.661Z"
"foresight","n.","远见","","2026-01-04T11:01:19.661Z"
"forestall","v.","阻止","","2026-01-04T11:01:19.661Z"
"foretell","v.","预言, 预测","","2026-01-04T11:01:19.661Z"
"forge","v.","伪造, 造假","","2026-01-04T11:01:19.661Z"
"forgo","v.","放弃(优势)","","2026-01-04T11:01:19.661Z"
"formidable","adj.","可怕的","","2026-01-04T11:01:19.661Z"
"formulaic","adj.","刻板的, 俗套的","","2026-01-04T11:01:19.661Z"
"forsake","v.","放弃","","2026-01-04T11:01:19.661Z"
"forswear","v.","放弃","","2026-01-04T11:01:19.661Z"
"forthcoming","adj.","直白的","","2026-01-04T11:01:19.662Z"
"forthwith","adj.","马上, 立刻","","2026-01-04T11:01:19.662Z"
"fortuitous","adj.","偶然的","","2026-01-04T11:01:19.662Z"
"founder","v.","彻底失败","","2026-01-04T11:01:19.662Z"
"fractious","adj.","愤怒的","","2026-01-04T11:01:19.662Z"
"frank","adj.","真诚的","","2026-01-04T11:01:19.662Z"
"fraudulent","adj.","欺诈的","","2026-01-04T11:01:19.662Z"
"free-for-all","n.","混战, 多人为所欲为的失控场面","","2026-01-04T11:01:19.662Z"
"fringe","adj.","次要的, 边缘的, 不重要的","","2026-01-04T11:01:19.662Z"
"frivolous","adj.","无关紧要的","","2026-01-04T11:01:19.662Z"
"frown","v.","皱眉","","2026-01-04T11:01:19.662Z"
"frugal","adj.","节俭的","","2026-01-04T11:01:19.662Z"
"fuel","v.","支撑，支持","","2026-01-04T11:01:19.662Z"
"fulminate","v.","抨击, 辱骂","","2026-01-04T11:01:19.662Z"
"function","n.","重大聚会","","2026-01-04T11:01:19.662Z"
"fungible","adj.","可替代的","","2026-01-04T11:01:19.662Z"
"furtive","adj.","鬼鬼祟祟的","","2026-01-04T11:01:19.662Z"
"fury","n.","狂怒, 暴怒","","2026-01-04T11:01:19.662Z"
"fusion","n.","熔合","","2026-01-04T11:01:19.662Z"
"fusty","adj.","过时的","","2026-01-04T11:01:19.662Z"
"futile","adj.","无用的","","2026-01-04T11:01:19.662Z"
"gadfly","n.","讨人厌的人","","2026-01-04T11:01:19.662Z"
"gaiety","n.","欢快","","2026-01-04T11:01:19.662Z"
"gainsay","v.","否认","","2026-01-04T11:01:19.662Z"
"galactic","adj.","星系的","","2026-01-04T11:01:19.662Z"
"gall","v.","使...生气","","2026-01-04T11:01:19.662Z"
"galvanize","v.","刺激","","2026-01-04T11:01:19.662Z"
"gambit","n.","计谋, 策略","","2026-01-04T11:01:19.662Z"
"garner","v.","收集","","2026-01-04T11:01:19.662Z"
"garrulous","adj.","话多的","","2026-01-04T11:01:19.662Z"
"gauge","v.","评估, 判断, 衡量","","2026-01-04T11:01:19.662Z"
"gawky","adj.","笨拙的","","2026-01-04T11:01:19.662Z"
"generic","adj.","一般的，通有的，通用的","","2026-01-04T11:01:19.662Z"
"genial","adj.","友好的","","2026-01-04T11:01:19.662Z"
"genteel","adj.","有教养的, 彬彬有礼的","","2026-01-04T11:01:19.662Z"
"germane","adj.","相关的","","2026-01-04T11:01:19.662Z"
"giddy","adj.","轻浮的，轻狂的","","2026-01-04T11:01:19.662Z"
"gigantic","adj.","极大的","","2026-01-04T11:01:19.662Z"
"girth","n.","尺寸","","2026-01-04T11:01:19.662Z"
"glamorous","adj.","有吸引力的","","2026-01-04T11:01:19.662Z"
"gleam","n.","微光","","2026-01-04T11:01:19.662Z"
"glean","v.","慢慢收集","","2026-01-04T11:01:19.662Z"
"glib","adj.","即兴的","","2026-01-04T11:01:19.662Z"
"glisten","v.","表面闪烁光芒的","","2026-01-04T11:01:19.662Z"
"gloat","v.","洋洋自得, 幸灾乐祸","","2026-01-04T11:01:19.662Z"
"gloomy","adj.","悲伤的","","2026-01-04T11:01:19.662Z"
"glorify","v.","赞美","","2026-01-04T11:01:19.662Z"
"glum","adj.","悲伤的","","2026-01-04T11:01:19.662Z"
"glut","n.","过量","","2026-01-04T11:01:19.662Z"
"goad","v.","刺激","","2026-01-04T11:01:19.662Z"
"gore","n.","血, 血块","","2026-01-04T11:01:19.662Z"
"gossamer","adj.","轻而薄的, 虚无缥缈的","","2026-01-04T11:01:19.662Z"
"gourmand","n.","吃货","","2026-01-04T11:01:19.662Z"
"gracious","adj.","有礼貌的","","2026-01-04T11:01:19.662Z"
"grand","adj.","富丽堂皇的","","2026-01-04T11:01:19.662Z"
"grandiose","adj.","宏伟壮观的","","2026-01-04T11:01:19.662Z"
"grandstand","adj.","博眼球的","","2026-01-04T11:01:19.662Z"
"grant","v.","承认","","2026-01-04T11:01:19.662Z"
"grapple","v.","抓住","","2026-01-04T11:01:19.662Z"
"gratify","v.","使...满意","","2026-01-04T11:01:19.662Z"
"grave","adj.","严肃的","","2026-01-04T11:01:19.662Z"
"gravitate","v.","被吸引到..., 倾向","","2026-01-04T11:01:19.662Z"
"gregarious","v.","群居的，好交际的","","2026-01-04T11:01:19.662Z"
"gridlock","n.","交通堵塞","","2026-01-04T11:01:19.662Z"
"grip","v.","吸引","","2026-01-04T11:01:19.662Z"
"grouchy","adj.","易怒的, 脾气不好的","","2026-01-04T11:01:19.662Z"
"groundless","adj.","毫无根据的","","2026-01-04T11:01:19.662Z"
"grudge","v.","不愿给予或承认","","2026-01-04T11:01:19.662Z"
"guesswork","n.","猜测","","2026-01-04T11:01:19.662Z"
"guild","n.","协会","","2026-01-04T11:01:19.662Z"
"guile","n.","欺骗","","2026-01-04T11:01:19.662Z"
"guru","n.","领袖","","2026-01-04T11:01:19.662Z"
"gut","n.","内心深处","","2026-01-04T11:01:19.662Z"
"guzzle","v.","狂饮","","2026-01-04T11:01:19.662Z"
"habitable","adj.","宜居的","","2026-01-04T11:01:19.662Z"
"hackneyed","adj.","陈词滥调的","","2026-01-04T11:01:19.662Z"
"hagiography","n.","(夸大的）传记","","2026-01-04T11:01:19.662Z"
"hail","n.","欢呼，赞美","","2026-01-04T11:01:19.662Z"
"halcyon","adj.","岁月静好的, 安宁的","","2026-01-04T11:01:19.662Z"
"half-formulated","adj.","新出现的","","2026-01-04T11:01:19.662Z"
"halfhearted","adj.","不认真的, 不热心的","","2026-01-04T11:01:19.662Z"
"hallmark","n.","特征","","2026-01-04T11:01:19.662Z"
"hallow","v.","尊敬, 崇敬","","2026-01-04T11:01:19.662Z"
"hallucinogen","n.","迷幻剂","","2026-01-04T11:01:19.662Z"
"halt","v.","停止","","2026-01-04T11:01:19.662Z"
"hamper","adj.","阻碍","","2026-01-04T11:01:19.662Z"
"hamstring","v.","损坏","","2026-01-04T11:01:19.662Z"
"handicap","n.","障碍","","2026-01-04T11:01:19.662Z"
"hands-off","adj.","不干涉的，不插手的","","2026-01-04T11:01:19.662Z"
"hand-wringing","n.","焦虑的、绝望的言谈举止","","2026-01-04T11:01:19.662Z"
"haphazard","adj.","无序的, 凌乱的","","2026-01-04T11:01:19.662Z"
"harbinger","n.","前兆","","2026-01-04T11:01:19.662Z"
"hard-boiled","adj.","强硬的, 不动感情的","","2026-01-04T11:01:19.662Z"
"hardliner","n.","强硬分子","","2026-01-04T11:01:19.662Z"
"hard-nosed","adj.","顽强的","","2026-01-04T11:01:19.662Z"
"hardy","adj.","吃苦耐劳的","","2026-01-04T11:01:19.662Z"
"harness","v.","利用","","2026-01-04T11:01:19.662Z"
"harrow","v.","折磨, 使...痛苦","","2026-01-04T11:01:19.662Z"
"harry","v.","打扰, 骚扰","","2026-01-04T11:01:19.662Z"
"has-been","n.","过时的人","","2026-01-04T11:01:19.662Z"
"hasty","adj.","快速的, 仓促的","","2026-01-04T11:01:19.662Z"
"haughty","adj.","高傲的, 傲慢的","","2026-01-04T11:01:19.662Z"
"hazardous","adj.","危险的","","2026-01-04T11:01:19.662Z"
"heartfelt","adj.","真诚的","","2026-01-04T11:01:19.662Z"
"heartrending","adj.","令人心痛的","","2026-01-04T11:01:19.662Z"
"hectic","adj.","非常忙碌的","","2026-01-04T11:01:19.662Z"
"hedge","n.","故意模棱两可不绝对的言论","","2026-01-04T11:01:19.662Z"
"hedonism","n.","享乐主义","","2026-01-04T11:01:19.662Z"
"heed","v.","留心, 注意","","2026-01-04T11:01:19.662Z"
"hefty","adj.","又大又重的","","2026-01-04T11:01:19.662Z"
"helter-skelter","adv.","匆促忙乱地","","2026-01-04T11:01:19.662Z"
"herald","n.","前兆","","2026-01-04T11:01:19.662Z"
"hereabouts","adv.","在附近","","2026-01-04T11:01:19.662Z"
"hereditary","adj.","遗传的","","2026-01-04T11:01:19.662Z"
"heresy","n.","与主流观点相悖的观点","","2026-01-04T11:01:19.662Z"
"heretofore","adv.","迄今为止","","2026-01-04T11:01:19.662Z"
"hermetic","adj.","密闭的","","2026-01-04T11:01:19.662Z"
"heterodox","adj.","异端邪说的, 非主流观点的","","2026-01-04T11:01:19.662Z"
"heterogeneous","adj.","组成多样的, 混合的","","2026-01-04T11:01:19.662Z"
"hew","v.","遵守","","2026-01-04T11:01:19.662Z"
"hiatus","n.","间歇","","2026-01-04T11:01:19.662Z"
"hidebound","adj.","守旧的","","2026-01-04T11:01:19.662Z"
"hideous","adj.","丑陋吓人的","","2026-01-04T11:01:19.662Z"
"hierarchy","n.","等级制度, 有等级划分的组织","","2026-01-04T11:01:19.662Z"
"highlight","v.","使...突出","","2026-01-04T11:01:19.662Z"
"high-minded","adj.","高尚的","","2026-01-04T11:01:19.662Z"
"hinder","v.","阻碍","","2026-01-04T11:01:19.662Z"
"histrionic","adj.","戏剧性的, 做作的","","2026-01-04T11:01:19.662Z"
"hitch","n.","（隐形的）问题, 难题","","2026-01-04T11:01:19.662Z"
"hitherto","adv.","至今","","2026-01-04T11:01:19.663Z"
"hoard","v.","贮藏","","2026-01-04T11:01:19.663Z"
"hoary","adj.","老掉牙的","","2026-01-04T11:01:19.663Z"
"hoax","v.","欺骗","","2026-01-04T11:01:19.663Z"
"hodgepodge","n.","混杂, 混合物","","2026-01-04T11:01:19.663Z"
"holistic","adj.","整体的","","2026-01-04T11:01:19.663Z"
"homogeneous","adj.","同种的，相似的","","2026-01-04T11:01:19.663Z"
"hone","v.","磨炼（技能）","","2026-01-04T11:01:19.663Z"
"honorific","adj.","尊敬的","","2026-01-04T11:01:19.663Z"
"hoodwink","v.","欺骗","","2026-01-04T11:01:19.663Z"
"horrific","adj.","可怕的","","2026-01-04T11:01:19.663Z"
"hortatory","adj.","劝告的，激励的","","2026-01-04T11:01:19.663Z"
"hostile","adj.","不友好的, 敌对的","","2026-01-04T11:01:19.663Z"
"hubris","n.","自大, 傲慢","","2026-01-04T11:01:19.663Z"
"humanitarian","adj.","人道的, 博爱的","","2026-01-04T11:01:19.663Z"
"humdrum","adj.","无聊的, 千篇一律的","","2026-01-04T11:01:19.663Z"
"humility","n.","谦虚","","2026-01-04T11:01:19.663Z"
"humor","n.","幽默","","2026-01-04T11:01:19.663Z"
"hurtle","v.","猛冲, 猛烈碰撞","","2026-01-04T11:01:19.663Z"
"husband","v.","节省","","2026-01-04T11:01:19.663Z"
"husbandry","n.","农业, 畜牧业, 饲养业","","2026-01-04T11:01:19.663Z"
"hyperbole","n.","夸张","","2026-01-04T11:01:19.663Z"
"hypercritical","adj.","吹毛求疵的","","2026-01-04T11:01:19.663Z"
"hypocrisy","n.","虚伪, 伪善","","2026-01-04T11:01:19.663Z"
"hysteria","n.","歇斯底里，情绪失控","","2026-01-04T11:01:19.663Z"
"iconoclast","n.","提倡打破旧习的人","","2026-01-04T11:01:19.663Z"
"identical","adj.","完全一样的","","2026-01-04T11:01:19.663Z"
"ideologue","n.","理论家，提倡者","","2026-01-04T11:01:19.663Z"
"ideology","n.","思想体系, 意识形态","","2026-01-04T11:01:19.663Z"
"idiosyncrasy","n.","独特的气质","","2026-01-04T11:01:19.663Z"
"idle","adj.","空闲的","","2026-01-04T11:01:19.663Z"
"ignorant","adj.","无知的","","2026-01-04T11:01:19.663Z"
"ill-advised","adj.","不明智的, 不合理的","","2026-01-04T11:01:19.663Z"
"illuminate","v.","阐述清楚","","2026-01-04T11:01:19.663Z"
"illusory","adj.","虚假的","","2026-01-04T11:01:19.663Z"
"illustrious","adj.","杰出的","","2026-01-04T11:01:19.663Z"
"imbibe","v.","喝","","2026-01-04T11:01:19.663Z"
"imitate","v.","模仿","","2026-01-04T11:01:19.663Z"
"immediate","adj.","紧靠的，最接近的","","2026-01-04T11:01:19.663Z"
"immense","adj.","巨大的","","2026-01-04T11:01:19.663Z"
"immerse","v.","浸润, 浸泡","","2026-01-04T11:01:19.663Z"
"immolate","v.","用火摧毁","","2026-01-04T11:01:19.663Z"
"immortal","adj.","不朽的, 永存的","","2026-01-04T11:01:19.663Z"
"immure","v.","囚禁","","2026-01-04T11:01:19.663Z"
"immutable","adj.","不变的","","2026-01-04T11:01:19.663Z"
"impair","v.","损害","","2026-01-04T11:01:19.663Z"
"impartial","adj.","公正的, 不偏不倚的","","2026-01-04T11:01:19.663Z"
"impasse","n.","僵局","","2026-01-04T11:01:19.663Z"
"impassioned","adj.","充满激情的","","2026-01-04T11:01:19.663Z"
"impeccable","adj.","完美无瑕的","","2026-01-04T11:01:19.663Z"
"impecunious","adj.","贫穷的","","2026-01-04T11:01:19.663Z"
"impede","v.","阻碍","","2026-01-04T11:01:19.663Z"
"impenetrable","adj.","难懂的","","2026-01-04T11:01:19.663Z"
"imperative","adj.","重要的","","2026-01-04T11:01:19.663Z"
"imperial","adj.","帝国的","","2026-01-04T11:01:19.663Z"
"imperil","v.","使处于危险","","2026-01-04T11:01:19.663Z"
"impersonal","adj.","没有人情味的","","2026-01-04T11:01:19.663Z"
"impertinent","adj.","粗鲁的","","2026-01-04T11:01:19.663Z"
"imperturbable","adj.","镇定的, 冷静的","","2026-01-04T11:01:19.663Z"
"impervious","adj.","不能渗透的","","2026-01-04T11:01:19.663Z"
"impetuous","adj.","鲁莽的, 仓促的","","2026-01-04T11:01:19.663Z"
"impinge","v.","猛烈撞击","","2026-01-04T11:01:19.663Z"
"implacable","adj.","不能安抚的, 毫不妥协的","","2026-01-04T11:01:19.663Z"
"implicate","v.","牵涉","","2026-01-04T11:01:19.663Z"
"implore","v.","恳求, 哀求","","2026-01-04T11:01:19.663Z"
"impolitic","adj.","不明智的","","2026-01-04T11:01:19.663Z"
"impose","v.","把…强加于","","2026-01-04T11:01:19.663Z"
"imposter","n.","冒名顶替的人","","2026-01-04T11:01:19.663Z"
"impotent","adj.","无力的, 无效的","","2026-01-04T11:01:19.663Z"
"impoverished","adj.","贫瘠的, 贫穷的","","2026-01-04T11:01:19.663Z"
"impregnable","adj.","坚固的","","2026-01-04T11:01:19.663Z"
